Name,City,State,Type,Star_Rating,Rating,latitude,longitude,address
Cliff Top Club Resort,Auli,Uttarakhand,Resort,4.0,3.1,30.5301395409,79.5630420647,"Joshimath, District chamoli"
Corbett Tiger huts,Corbett,Uttarakhand,Resort,0.0,3.1,29.4581445703,79.1448612402,"Ladua, Ranikhet Road, Dhikuli, Ramnagar, Garjia"
Coelho Guest House,Goa,Goa,Guest House,0.0,0.0,15.2993265,74.123996,"House no 226,Gaura Vaddo,opp lane of  Sharanam Green Hotel,calangute,bardez,"
Danladic Houseboat,Alleppey,Kerala,Houseboat,3.0,4.0,9.5014064,76.3521741,"Punnamada lake, Alleppy"
Country Inn and  Suites By Carlson Goa Panjim,Panaji,Goa,Hotel,4.0,4.0,15.4971752234,73.8348862757,"Plot No. 31 Edc Patto Plaza, Panjim"
Country Club  Begumpet,Hyderabad,Andhra Pradesh,Hotel,3.0,2.7,17.43793508,78.45767568,"6-3-1219/A, Kundan Bagh Road, Uma Nagar, Beside Begumpet Railway Station, Begumpet, Hyderabad, Telangana"
Deccan Classic Residency,Hyderabad,Andhra Pradesh,Service Apartment,1.0,0.0,15.9128998,79.7399875,"#4-5-423, Shamshiri Estate, Beside Krishna Childrens Hospital, Lakdikapul"
Coral Tree,Bangalore,Karnataka,Hotel,3.0,4.1,13.0177033,77.5918416,"166,MLA Layout, 80 Feet Road, R T Nagar Main Road,"
Daryasarang Palace,Ganpatipule,Maharashtra,Hotel,1.0,0.0,17.1488663,73.2726946,"At Post Ganpatipule,Near Ganpatipule S.T. Stand,"
Corbett Moon Resort,Corbett,Uttarakhand,Hotel,0.0,0.0,29.3947643,79.1264998,"Ranikhet Road, Jim Corbett Park, Ramnagar, Uttaranchal, India"
Dahleez-A Boutique Hotel,Gurgaon,Haryana,Hotel,0.0,3.7,28.4616397839,77.080421582,"B-751, Sushant lok 1, 122002 Gurgaon. Behind Courtyard Marriott Hotel."
Choral Resort,Mhowgaon,Madhya Pradesh,Resort,0.0,0.0,22.5524372,75.7565273,"Choral Dam, Thana Badgonda, Tehsil Mhow, BADGONDA"
Darbargadh Palace  by Heritage Villas,Morbi,Gujarat,Hotel,0.0,0.0,22.8119895,70.8236195,"Darbargadh Palace,near jhulta pool. Morbi"
Compact- Tea Pavilion,Bangalore,Karnataka,Hotel,1.0,0.0,12.9316556,77.6226959,"No. 139, 5th Cross, 17th Main, Koramangala 5th Block"
Country Inn and Suites By Carlson Bathinda,Bathinda,Punjab,Hotel,4.0,4.5,30.210994,74.9454745,"HBN Sunrise City, Mansa Road"
De Oriental Grand,Kohima,Nagaland,Hotel,1.0,0.0,25.6841967,94.1028779,"Themezie, High School Road"
Deelux hotel chail,Chail,Himachal Pradesh,Resort,0.0,0.0,31.0014696623,77.2272265204,bhalawog po janed ghat thesil junga shimla
Christy Kripa 3 BHK AC Villa,Lonavala,Maharashtra,Villa,0.0,2.6,18.7576795213,73.4275852016,"Khatri Park, Valvan"
Crescent Sea Cliff,Chennai,Tamil Nadu,Hotel,1.0,3.0,12.8968355,80.2476588,"22 VGP lay out,SEA CLIFF Conclave,Akkarai,Sholanginallu"
Dusit Devarana,Delhi,Delhi,Hotel,5.0,4.4,28.5314115538,77.1032014151,"Samalkha, NH 8"
Fort Dhariyawad,Pratapgarh,Rajasthan,Palace,0.0,0.0,24.0316509,74.7787387,"Hotel Fort Dhariyawad, Post-Dhariyawad, Dist-Pratapgarh  ( Rajasthan )"
Farm Ville Boutique Resort,Shantiniketan,West Bengal,Resort,0.0,0.0,23.6983983983,87.6885568981,"Prantik, West Bengal 731204"
Forest Hill Resort &amp; Golf Club,Chandigarh,Punjab,Resort,5.0,3.5,30.8010168,76.8288489,"Village Karoran, District Mohali, (Near Punjab Engineering College, Chandigarh) Punjab. India"
Fortune Select Excalibur,Gurgaon,Haryana,Hotel,4.0,4.5,28.4159442752,77.0417870333,"Main Sohna Road, Sector 49"
Dholes Den Bandipur,Bandipur,Karnataka,Homestay,0.0,4.8,11.6403005798,76.6717411001,"56,Kaniyanapura Village, Bandipur National Park"
Executel Begumpet,Hyderabad,Andhra Pradesh,Service Apartment,0.0,3.4,17.4369108034,78.4583349261,"HNo. 1-11-254 And 255, Srinivas Naik Estate, Street No 1, Lane Before Begumpet Old Airport, Before ICICI Bank 500016"
Executive Comfort (T.Nagar),Chennai,Tamil Nadu,Service Apartment,0.0,4.5,13.033812,80.2591883,"3rd Floor,Block 2 #76/41 C.I.T Nagar 1st Main Road,Nandanam"
Focus Houseboat - Four Bedded,Alleppey,Kerala,Houseboat,0.0,0.0,9.4980667,76.3388484,"YMCA Bridge, Sea View Ward, Alappuzha, Kerala"
Emarald Pristine Island,Alleppey,Kerala,Resort,3.0,3.7,9.8038873159,76.3268639901,"Kovilakom Kodamthuruthe, Kuthiathode, Cherthala, Alleppey"
Fidalgo hotel Pvt. Ltd.,Karnal,Haryana,Hotel,3.0,5.0,29.7084648,76.9856271,"Opp. Old Tehsil, Near PNB, old GT Road,"
Forrest Raja Ji National Park,Rishikesh,Uttarakhand,Resort,3.0,5.0,29.8704046956,78.8384960827,"Village Sayar, Patti Udaipur Tall 2nd, Patti Udaipur Tall 2nd, Rishikesh"
Fontana  Hotel,Mcleodganj,Himachal Pradesh,Hotel,2.0,2.8,32.244254461,76.3349732133,"Bhagsu Nag Waterfall Pathway, Bhagsu Naag Village, Dharamshala, Himachal Pradesh"
Function Inn Hotel,Lucknow,Uttar Pradesh,Hotel,0.0,0.0,26.8466937,80.946166,"C-1, Sector-G, Aashiana,Kanpur Road,Lucknow,Uttar Pradesh"
FabHotel Monarch Jayanagar,Bangalore,Karnataka,Hotel,3.0,4.2,12.929392544,77.5853352474,"Hotel Monarch, Near BMTC Bus Stand, 28th C Cross Road, 4th Block, Jayanagar, Bengaluru, Karnataka"
FabHotel Parimeet Navi Mumbai,Mumbai,Maharashtra,Hotel,3.0,0.0,19.1019705729,73.0231230186,"Khirna MIDC, 390-391, Opp Plot No. A716, Ramnath Solar Company Road, Koparkhairane, Navi Mumbai"
DUNAG SPRINGS,Coimbatore,Tamil Nadu,Service Apartment,0.0,0.0,11.0365425,77.0420541,"No.24,25 Dunag Springs Padmanabha Nagar, Civil Aerodrome, Coimbatore"
Dilshad group of Houseboats,Srinagar,Jammu and Kashmir,Houseboat,0.0,0.0,34.0836581,74.7973681,Dal Lake
Diamond Boutique Hotel,Indore,Madhya Pradesh,Hotel,0.0,4.1,22.7527233,75.8885681,"Gf 18, Opposite Meghdoot Garden,Scheme No 54, Vijay Nagar, Indore  452010"
Down Town Guest House,Kolkata,West Bengal,Guest House,0.0,4.0,22.5199608,88.3809929,23/3 RK Chatterjee Lane Kasba Connector Bakultala
Famous Rest House,Mumbai,Maharashtra,Lodge,0.0,0.0,19.0825013,72.8387327,"Opposite Seema Marble, Behind BSNL Building, Anand Nagar, Vakola Bridge, Nehru Road, Santacruz East, Mumbai - 400055,"
FabHotel Blossom T. Nagar,Chennai,Tamil Nadu,Service Apartment,3.0,3.7,13.0385737,80.2399116,"No.29 and 31 Thanikachalam Road,Arcot Street, Pondi Bazar,T. Nagar"
Falcon Guest House,Kolkata,West Bengal,Guest House,3.0,4.1,22.59644,88.424209,"BG-1, Sector-2"
Florence Continental Hotel,Udaipur,Rajasthan,Hotel,3.0,4.0,24.5768909776,73.6941916989,"1, Near Gulab Bagh, Jal Darshan Market, R.M.V. Road"
DOLPHIN HOMESTAY,Thekkady,Kerala,Homestay,1.0,0.0,9.6031088,77.161458,"Munnar Road, Kumily Thekkady - 685509 Kerala, India"
Fantasy Riverland,Kumarakom,Kerala,Houseboat,0.0,0.0,9.5921372,76.4429022,"Fantasy Riverland, Gate 7, Cheepunkal Jetty, Kumarakom, Kerala PIN 686563"
FabHotel MyPlace Kondapur HICC,Hyderabad,Andhra Pradesh,Hotel,3.0,3.7,17.4690779097,78.367906605,"Plot 60,61, Green Hamlet, Shilpa Park, Near to HICC Back Gate ,Kondapur, Hyderabad"
Dolphin cottages Shimla,Shimla,Himachal Pradesh,Homestay,3.0,3.3,31.1184207,77.1414659,"Near H.P.University, Lower Sangti ,Sanog, Summer Hill. This Home Stay is on way to chedwickfall."
EliteNestle O2 Wellness Club &amp; Resort,Pune,Maharashtra,Resort,0.0,0.0,18.4488039,73.9069451,"S.No. 32, Near Trendz Furniture Mall, Pisoli"
Ecotones Camps Pvt Ltd,Munnar,Kerala,Resort,3.0,4.8,9.9956279715,77.0436461226,"10/203 (1), Muthuvankudi, Sengulam Post, Idukki Dt"
Dolphin Resort,Havelock,Andaman and Nicobar Islands,Resort,1.0,4.4,11.7400867,92.6586401,havelock island
Express Inn The Business Luxury Hotel,Nashik,Maharashtra,Hotel,3.0,4.4,19.9525746551,73.755389145,"Pathardi Phata, Mumbai Agra Road, Ambad,Nashik"
FRIENDS HOUSE,Pondicherry,Pondicherry,Guest House,1.0,0.0,11.9286439,79.8274708,NO: 110 YANNA VENGADASALAM PILLAI STREET
Dona Alcina Resorts,Goa,Goa,Resort,1.0,3.2,15.5155791637,73.7693225376,"Opp.Candolim Health Centre,Candolim, Bardez, Goa"
El-Shaddai Homes,Bangalore,Karnataka,Homestay,0.0,4.2,12.9618572,77.6434884,"2594, 2nd cross, 18th main, hal 2nd stage, indiranagar"
Downhill Village,Goa,Goa,Guest House,0.0,3.8,15.5864219666,73.7580718994,"Arpora Siolim road,Gaum Waddi,Anjuna, Bardez,"
